student_id,first_name,last_name,age,major,graduation_year
213,FirstName213,LastName213,28,Major4,2024
214,FirstName214,LastName214,23,Major4,2023
215,FirstName215,LastName215,18,Major4,2024
216,FirstName216,LastName216,22,Major2,2024
217,FirstName217,LastName217,18,Major2,2023
218,FirstName218,LastName218,21,Major2,2024
219,FirstName219,LastName219,23,Major3,2022
220,FirstName220,LastName220,20,Major3,2025
221,FirstName221,LastName221,28,Major1,2024
222,FirstName222,LastName222,24,Major1,2022
223,FirstName223,LastName223,25,Major4,2025
224,FirstName224,LastName224,20,Major4,2022
225,FirstName225,LastName225,18,Major5,2023
226,FirstName226,LastName226,22,Major4,2025
227,FirstName227,LastName227,19,Major2,2024
228,FirstName228,LastName228,20,Major5,2022
229,FirstName229,LastName229,19,Major1,2025
230,FirstName230,LastName230,24,Major1,2023
231,FirstName231,LastName231,18,Major5,2023
232,FirstName232,LastName232,25,Major5,2023
233,FirstName233,LastName233,22,Major4,2025
234,FirstName234,LastName234,23,Major1,2024
235,FirstName235,LastName235,20,Major1,2025
236,FirstName236,LastName236,21,Major4,2024
237,FirstName237,LastName237,20,Major5,2024
238,FirstName238,LastName238,23,Major4,2024
239,FirstName239,LastName239,25,Major1,2025
240,FirstName240,LastName240,21,Major3,2022
241,FirstName241,LastName241,27,Major2,2024
242,FirstName242,LastName242,25,Major3,2024
243,FirstName243,LastName243,27,Major2,2024
244,FirstName244,LastName244,22,Major1,2024
245,FirstName245,LastName245,23,Major3,2022
246,FirstName246,LastName246,21,Major2,2022
247,FirstName247,LastName247,22,Major5,2024
248,FirstName248,LastName248,18,Major3,2025
249,FirstName249,LastName249,24,Major2,2023
250,FirstName250,LastName250,21,Major2,2022
251,FirstName251,LastName251,19,Major5,2022
252,FirstName252,LastName252,22,Major3,2022
253,FirstName253,LastName253,21,Major1,2025
254,FirstName254,LastName254,27,Major4,2025
255,FirstName255,LastName255,27,Major2,2023
256,FirstName256,LastName256,22,Major3,2024
257,FirstName257,LastName257,25,Major4,2025
258,FirstName258,LastName258,25,Major4,2025
259,FirstName259,LastName259,26,Major2,2022
260,FirstName260,LastName260,20,Major2,2023
261,FirstName261,LastName261,20,Major1,2022
262,FirstName262,LastName262,19,Major2,2022
263,FirstName263,LastName263,21,Major3,2022
264,FirstName264,LastName264,19,Major1,2025
265,FirstName265,LastName265,25,Major2,2024
266,FirstName266,LastName266,23,Major2,2025
267,FirstName267,LastName267,22,Major2,2023
268,FirstName268,LastName268,27,Major3,2024
269,FirstName269,LastName269,19,Major2,2023
270,FirstName270,LastName270,22,Major1,2024
271,FirstName271,LastName271,23,Major3,2023
272,FirstName272,LastName272,26,Major1,2022
273,FirstName273,LastName273,23,Major5,2022
274,FirstName274,LastName274,27,Major2,2023
275,FirstName275,LastName275,25,Major4,2022
276,FirstName276,LastName276,26,Major4,2022
277,FirstName277,LastName277,21,Major2,2023
278,FirstName278,LastName278,19,Major2,2023
279,FirstName279,LastName279,23,Major5,2023
280,FirstName280,LastName280,27,Major5,2023
281,FirstName281,LastName281,25,Major2,2024
282,FirstName282,LastName282,21,Major2,2025
283,FirstName283,LastName283,23,Major4,2022
284,FirstName284,LastName284,19,Major3,2024
285,FirstName285,LastName285,25,Major2,2025
286,FirstName286,LastName286,26,Major2,2024
287,FirstName287,LastName287,22,Major2,2023
288,FirstName288,LastName288,23,Major4,2025
289,FirstName289,LastName289,25,Major5,2025
290,FirstName290,LastName290,28,Major2,2022
291,FirstName291,LastName291,19,Major1,2022
292,FirstName292,LastName292,19,Major3,2025
293,FirstName293,LastName293,22,Major1,2022
294,FirstName294,LastName294,26,Major2,2023
295,FirstName295,LastName295,26,Major4,2023
296,FirstName296,LastName296,27,Major2,2024
297,FirstName297,LastName297,20,Major1,2024
298,FirstName298,LastName298,22,Major4,2024
299,FirstName299,LastName299,28,Major5,2023
300,FirstName300,LastName300,22,Major4,2024
301,FirstName301,LastName301,23,Major1,2024
302,FirstName302,LastName302,24,Major3,2023
303,FirstName303,LastName303,28,Major3,2023
304,FirstName304,LastName304,28,Major1,2023
305,FirstName305,LastName305,24,Major4,2022
306,FirstName306,LastName306,22,Major4,2024
307,FirstName307,LastName307,27,Major3,2023
308,FirstName308,LastName308,28,Major3,2024
309,FirstName309,LastName309,19,Major3,2024
310,FirstName310,LastName310,27,Major4,2022
311,FirstName311,LastName311,20,Major4,2025
312,FirstName312,LastName312,20,Major3,2023
313,FirstName313,LastName313,20,Major4,2025
314,FirstName314,LastName314,26,Major3,2024
315,FirstName315,LastName315,21,Major3,2022
316,FirstName316,LastName316,24,Major4,2022
317,FirstName317,LastName317,21,Major1,2024
318,FirstName318,LastName318,23,Major5,2023
319,FirstName319,LastName319,25,Major2,2025
320,FirstName320,LastName320,20,Major2,2024
321,FirstName321,LastName321,20,Major2,2025
322,FirstName322,LastName322,24,Major1,2025
323,FirstName323,LastName323,23,Major4,2025
324,FirstName324,LastName324,25,Major4,2024
325,FirstName325,LastName325,21,Major2,2025
326,FirstName326,LastName326,20,Major3,2024
327,FirstName327,LastName327,23,Major4,2025
328,FirstName328,LastName328,18,Major5,2025
329,FirstName329,LastName329,22,Major5,2024
330,FirstName330,LastName330,26,Major3,2023
331,FirstName331,LastName331,27,Major2,2022
332,FirstName332,LastName332,28,Major1,2025
333,FirstName333,LastName333,19,Major4,2023
334,FirstName334,LastName334,20,Major2,2022
335,FirstName335,LastName335,19,Major3,2025
336,FirstName336,LastName336,22,Major2,2022
337,FirstName337,LastName337,21,Major4,2022
338,FirstName338,LastName338,20,Major2,2024
339,FirstName339,LastName339,23,Major3,2023
340,FirstName340,LastName340,26,Major1,2023
341,FirstName341,LastName341,26,Major3,2022
342,FirstName342,LastName342,25,Major4,2022
343,FirstName343,LastName343,27,Major5,2025
344,FirstName344,LastName344,24,Major2,2025
345,FirstName345,LastName345,20,Major4,2023
346,FirstName346,LastName346,21,Major1,2023
347,FirstName347,LastName347,19,Major2,2025
348,FirstName348,LastName348,21,Major5,2024
349,FirstName349,LastName349,27,Major3,2024
350,FirstName350,LastName350,27,Major3,2023
351,FirstName351,LastName351,27,Major1,2024
352,FirstName352,LastName352,20,Major1,2025
353,FirstName353,LastName353,19,Major5,2025
354,FirstName354,LastName354,19,Major5,2025
355,FirstName355,LastName355,20,Major1,2023
356,FirstName356,LastName356,26,Major1,2024
357,FirstName357,LastName357,20,Major2,2025
358,FirstName358,LastName358,20,Major3,2024
359,FirstName359,LastName359,18,Major1,2023
360,FirstName360,LastName360,20,Major1,2024
361,FirstName361,LastName361,22,Major1,2025
362,FirstName362,LastName362,21,Major5,2024
363,FirstName363,LastName363,24,Major1,2024
364,FirstName364,LastName364,24,Major3,2022
365,FirstName365,LastName365,24,Major2,2025
366,FirstName366,LastName366,27,Major3,2022
367,FirstName367,LastName367,21,Major4,2024
368,FirstName368,LastName368,20,Major5,2022
369,FirstName369,LastName369,20,Major2,2023
370,FirstName370,LastName370,25,Major1,2025
371,FirstName371,LastName371,20,Major1,2024
372,FirstName372,LastName372,24,Major2,2022
373,FirstName373,LastName373,28,Major5,2022
374,FirstName374,LastName374,24,Major3,2024
375,FirstName375,LastName375,24,Major1,2025
376,FirstName376,LastName376,23,Major1,2025
377,FirstName377,LastName377,20,Major2,2023
378,FirstName378,LastName378,23,Major3,2022
379,FirstName379,LastName379,24,Major4,2022
380,FirstName380,LastName380,20,Major5,2024
381,FirstName381,LastName381,28,Major4,2025
382,FirstName382,LastName382,18,Major4,2025
383,FirstName383,LastName383,26,Major1,2025
384,FirstName384,LastName384,23,Major5,2025
385,FirstName385,LastName385,24,Major4,2022
386,FirstName386,LastName386,26,Major3,2023
387,FirstName387,LastName387,28,Major5,2025
388,FirstName388,LastName388,19,Major1,2025
389,FirstName389,LastName389,27,Major2,2024
390,FirstName390,LastName390,28,Major3,2022
391,FirstName391,LastName391,22,Major5,2022
392,FirstName392,LastName392,22,Major3,2023
393,FirstName393,LastName393,22,Major4,2024
394,FirstName394,LastName394,27,Major3,2022
395,FirstName395,LastName395,26,Major4,2023
396,FirstName396,LastName396,21,Major3,2023
397,FirstName397,LastName397,19,Major5,2023
398,FirstName398,LastName398,24,Major4,2022
399,FirstName399,LastName399,18,Major3,2025
400,FirstName400,LastName400,19,Major1,2024
401,FirstName401,LastName401,25,Major4,2024
402,FirstName402,LastName402,21,Major5,2024
403,FirstName403,LastName403,26,Major5,2022
404,FirstName404,LastName404,19,Major5,2025
405,FirstName405,LastName405,21,Major5,2022
406,FirstName406,LastName406,19,Major1,2024
407,FirstName407,LastName407,20,Major2,2025
408,FirstName408,LastName408,23,Major1,2025
409,FirstName409,LastName409,18,Major3,2024
410,FirstName410,LastName410,22,Major1,2022
411,FirstName411,LastName411,26,Major2,2024
412,FirstName412,LastName412,26,Major1,2024
413,FirstName413,LastName413,18,Major3,2025
414,FirstName414,LastName414,19,Major2,2025
415,FirstName415,LastName415,24,Major4,2022
416,FirstName416,LastName416,27,Major5,2022
417,FirstName417,LastName417,21,Major3,2022
418,FirstName418,LastName418,24,Major4,2024
419,FirstName419,LastName419,26,Major2,2025
420,FirstName420,LastName420,26,Major2,2025
421,FirstName421,LastName421,24,Major2,2022
422,FirstName422,LastName422,20,Major4,2022
423,FirstName423,LastName423,19,Major2,2022
424,FirstName424,LastName424,28,Major2,2024
425,FirstName425,LastName425,24,Major5,2023
426,FirstName426,LastName426,25,Major2,2022
427,FirstName427,LastName427,26,Major4,2022
428,FirstName428,LastName428,18,Major1,2023
429,FirstName429,LastName429,20,Major1,2025
430,FirstName430,LastName430,21,Major5,2023
431,FirstName431,LastName431,20,Major5,2025
432,FirstName432,LastName432,28,Major5,2022
433,FirstName433,LastName433,19,Major3,2023
434,FirstName434,LastName434,24,Major4,2024
435,FirstName435,LastName435,18,Major2,2023
436,FirstName436,LastName436,27,Major3,2025
437,FirstName437,LastName437,26,Major3,2025
438,FirstName438,LastName438,23,Major2,2024
439,FirstName439,LastName439,27,Major3,2023
440,FirstName440,LastName440,26,Major3,2023
441,FirstName441,LastName441,25,Major1,2022
442,FirstName442,LastName442,28,Major1,2024
443,FirstName443,LastName443,19,Major4,2025
444,FirstName444,LastName444,18,Major4,2023
445,FirstName445,LastName445,27,Major1,2023
446,FirstName446,LastName446,20,Major4,2023
447,FirstName447,LastName447,23,Major3,2022
448,FirstName448,LastName448,26,Major3,2024
449,FirstName449,LastName449,20,Major3,2023
450,FirstName450,LastName450,27,Major5,2023
451,FirstName451,LastName451,19,Major2,2024
452,FirstName452,LastName452,19,Major2,2023
453,FirstName453,LastName453,18,Major5,2024
454,FirstName454,LastName454,25,Major2,2022
455,FirstName455,LastName455,20,Major2,2025
456,FirstName456,LastName456,21,Major1,2025
457,FirstName457,LastName457,20,Major5,2023
458,FirstName458,LastName458,24,Major2,2023
459,FirstName459,LastName459,24,Major3,2022
460,FirstName460,LastName460,26,Major2,2022
461,FirstName461,LastName461,25,Major1,2022
462,FirstName462,LastName462,18,Major1,2023
463,FirstName463,LastName463,26,Major4,2024
464,FirstName464,LastName464,26,Major1,2024
465,FirstName465,LastName465,20,Major1,2023
466,FirstName466,LastName466,20,Major4,2022
467,FirstName467,LastName467,26,Major1,2024
468,FirstName468,LastName468,23,Major4,2023
469,FirstName469,LastName469,21,Major4,2022
470,FirstName470,LastName470,20,Major2,2022
471,FirstName471,LastName471,24,Major3,2025
472,FirstName472,LastName472,24,Major4,2024
473,FirstName473,LastName473,19,Major3,2025
474,FirstName474,LastName474,23,Major3,2022
475,FirstName475,LastName475,19,Major2,2022
476,FirstName476,LastName476,21,Major2,2023
477,FirstName477,LastName477,25,Major5,2023
478,FirstName478,LastName478,27,Major3,2022
479,FirstName479,LastName479,23,Major3,2024
480,FirstName480,LastName480,19,Major4,2022
481,FirstName481,LastName481,23,Major2,2025
482,FirstName482,LastName482,27,Major4,2025
483,FirstName483,LastName483,26,Major3,2025
484,FirstName484,LastName484,21,Major4,2025
485,FirstName485,LastName485,27,Major1,2022
486,FirstName486,LastName486,24,Major5,2025
487,FirstName487,LastName487,26,Major2,2025
488,FirstName488,LastName488,27,Major3,2025
489,FirstName489,LastName489,19,Major3,2023
490,FirstName490,LastName490,27,Major5,2025
491,FirstName491,LastName491,21,Major5,2025
492,FirstName492,LastName492,27,Major3,2022
493,FirstName493,LastName493,21,Major1,2022
494,FirstName494,LastName494,20,Major4,2023
495,FirstName495,LastName495,26,Major3,2023
496,FirstName496,LastName496,23,Major1,2023
497,FirstName497,LastName497,27,Major3,2025
498,FirstName498,LastName498,18,Major3,2022
499,FirstName499,LastName499,25,Major5,2024
500,FirstName500,LastName500,19,Major5,2024
501,FirstName501,LastName501,27,Major2,2022
502,FirstName502,LastName502,28,Major1,2025
503,FirstName503,LastName503,26,Major4,2025
504,FirstName504,LastName504,27,Major1,2024
505,FirstName505,LastName505,26,Major2,2025
506,FirstName506,LastName506,18,Major1,2024
507,FirstName507,LastName507,23,Major4,2023
508,FirstName508,LastName508,28,Major2,2025
509,FirstName509,LastName509,24,Major1,2024
510,FirstName510,LastName510,20,Major4,2022
511,FirstName511,LastName511,25,Major1,2024
512,FirstName512,LastName512,21,Major4,2024
513,FirstName513,LastName513,22,Major1,2022
514,FirstName514,LastName514,21,Major1,2023
515,FirstName515,LastName515,23,Major3,2023
516,FirstName516,LastName516,23,Major1,2022
517,FirstName517,LastName517,27,Major2,2024
518,FirstName518,LastName518,22,Major1,2023
519,FirstName519,LastName519,25,Major1,2024
520,FirstName520,LastName520,27,Major3,2025
521,FirstName521,LastName521,24,Major4,2024
522,FirstName522,LastName522,24,Major2,2022
523,FirstName523,LastName523,20,Major4,2025
524,FirstName524,LastName524,20,Major3,2022
525,FirstName525,LastName525,25,Major2,2022
526,FirstName526,LastName526,27,Major2,2025
527,FirstName527,LastName527,20,Major2,2023
528,FirstName528,LastName528,22,Major5,2024
529,FirstName529,LastName529,26,Major5,2024
530,FirstName530,LastName530,25,Major4,2023
531,FirstName531,LastName531,27,Major1,2025
532,FirstName532,LastName532,19,Major4,2024
533,FirstName533,LastName533,20,Major4,2022
534,FirstName534,LastName534,21,Major1,2023
535,FirstName535,LastName535,20,Major4,2024
536,FirstName536,LastName536,18,Major2,2023
537,FirstName537,LastName537,24,Major2,2024
538,FirstName538,LastName538,22,Major1,2024
539,FirstName539,LastName539,24,Major5,2025
540,FirstName540,LastName540,19,Major2,2024
541,FirstName541,LastName541,27,Major3,2023
542,FirstName542,LastName542,18,Major5,2025
543,FirstName543,LastName543,18,Major4,2025
544,FirstName544,LastName544,26,Major3,2023
545,FirstName545,LastName545,22,Major5,2025
546,FirstName546,LastName546,25,Major5,2024
547,FirstName547,LastName547,25,Major3,2022
548,FirstName548,LastName548,23,Major5,2022
549,FirstName549,LastName549,24,Major4,2022
550,FirstName550,LastName550,27,Major3,2024
551,FirstName551,LastName551,26,Major2,2024
552,FirstName552,LastName552,25,Major3,2024
553,FirstName553,LastName553,21,Major3,2022
554,FirstName554,LastName554,27,Major5,2025
555,FirstName555,LastName555,18,Major2,2024
556,FirstName556,LastName556,28,Major5,2022
557,FirstName557,LastName557,21,Major3,2025
558,FirstName558,LastName558,19,Major3,2025
559,FirstName559,LastName559,22,Major5,2023
560,FirstName560,LastName560,27,Major3,2024
561,FirstName561,LastName561,27,Major2,2022
562,FirstName562,LastName562,24,Major5,2022
563,FirstName563,LastName563,24,Major2,2025
564,FirstName564,LastName564,21,Major1,2023
565,FirstName565,LastName565,24,Major4,2025
566,FirstName566,LastName566,19,Major1,2023
567,FirstName567,LastName567,27,Major5,2022
568,FirstName568,LastName568,26,Major3,2022
569,FirstName569,LastName569,18,Major5,2023
570,FirstName570,LastName570,26,Major1,2023
571,FirstName571,LastName571,27,Major3,2023
572,FirstName572,LastName572,18,Major1,2023
573,FirstName573,LastName573,24,Major5,2023
574,FirstName574,LastName574,25,Major1,2025
575,FirstName575,LastName575,22,Major5,2024
576,FirstName576,LastName576,20,Major4,2022
577,FirstName577,LastName577,25,Major5,2025
578,FirstName578,LastName578,27,Major5,2023
579,FirstName579,LastName579,26,Major1,2023
580,FirstName580,LastName580,18,Major1,2025
581,FirstName581,LastName581,22,Major4,2022
582,FirstName582,LastName582,18,Major3,2024
583,FirstName583,LastName583,24,Major1,2023
584,FirstName584,LastName584,26,Major5,2022
585,FirstName585,LastName585,28,Major3,2022
586,FirstName586,LastName586,27,Major5,2023
587,FirstName587,LastName587,19,Major4,2022
588,FirstName588,LastName588,19,Major3,2024
589,FirstName589,LastName589,27,Major5,2024
590,FirstName590,LastName590,19,Major4,2024
591,FirstName591,LastName591,23,Major5,2022
592,FirstName592,LastName592,28,Major3,2023
593,FirstName593,LastName593,24,Major4,2024
594,FirstName594,LastName594,20,Major2,2024
595,FirstName595,LastName595,22,Major5,2024
596,FirstName596,LastName596,28,Major1,2022
597,FirstName597,LastName597,25,Major2,2022
598,FirstName598,LastName598,22,Major1,2024
599,FirstName599,LastName599,20,Major4,2024
600,FirstName600,LastName600,25,Major1,2025
601,FirstName601,LastName601,27,Major5,2023
602,FirstName602,LastName602,24,Major5,2023
603,FirstName603,LastName603,25,Major2,2025
604,FirstName604,LastName604,20,Major2,2023
605,FirstName605,LastName605,19,Major2,2023
606,FirstName606,LastName606,19,Major2,2025
607,FirstName607,LastName607,21,Major1,2024
608,FirstName608,LastName608,18,Major1,2024
609,FirstName609,LastName609,24,Major2,2025
610,FirstName610,LastName610,23,Major4,2022
611,FirstName611,LastName611,28,Major5,2024
612,FirstName612,LastName612,20,Major1,2023
613,FirstName613,LastName613,22,Major1,2024
614,FirstName614,LastName614,25,Major1,2022
615,FirstName615,LastName615,27,Major1,2024
616,FirstName616,LastName616,19,Major2,2022
617,FirstName617,LastName617,24,Major5,2025
618,FirstName618,LastName618,18,Major1,2025
619,FirstName619,LastName619,23,Major1,2023
620,FirstName620,LastName620,22,Major4,2025
621,FirstName621,LastName621,28,Major5,2022
622,FirstName622,LastName622,20,Major4,2025
623,FirstName623,LastName623,27,Major4,2023
624,FirstName624,LastName624,25,Major2,2025
625,FirstName625,LastName625,24,Major5,2023
626,FirstName626,LastName626,21,Major5,2023
627,FirstName627,LastName627,22,Major4,2024
628,FirstName628,LastName628,22,Major3,2024
629,FirstName629,LastName629,20,Major3,2024
630,FirstName630,LastName630,20,Major3,2022
631,FirstName631,LastName631,25,Major1,2024
632,FirstName632,LastName632,19,Major2,2024
633,FirstName633,LastName633,25,Major4,2025
634,FirstName634,LastName634,27,Major5,2025
